,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
15459,Female,29,1,18,1,< 1 Year,No,30239,152,195,0
56710,Female,24,1,36,1,< 1 Year,No,26348,160,51,0
62960,Male,47,1,32,0,1-2 Year,Yes,31272,124,207,0
42079,Female,32,1,10,1,< 1 Year,No,27056,152,114,0
34061,Male,49,1,41,0,1-2 Year,Yes,33286,124,196,0
30929,Male,70,1,11,0,1-2 Year,Yes,38333,26,178,1
64482,Male,39,1,33,1,1-2 Year,No,2630,13,11,0
7073,Female,45,1,48,0,> 2 Years,Yes,2630,124,192,0
42336,Female,32,1,8,0,< 1 Year,Yes,31962,152,225,0
30296,Female,42,1,29,0,1-2 Year,Yes,33960,124,71,0
4592,Male,55,1,28,0,1-2 Year,Yes,49668,26,69,1
12607,Male,31,1,8,1,< 1 Year,No,2630,152,229,0
48146,Male,41,1,5,0,1-2 Year,Yes,2630,26,220,1
56932,Male,25,1,30,1,< 1 Year,No,25270,152,69,0
8241,Female,23,1,8,1,< 1 Year,No,35516,152,230,0
32060,Male,23,1,10,0,< 1 Year,Yes,23699,152,236,0
5475,Female,66,1,46,0,1-2 Year,Yes,20153,156,133,1
37407,Male,23,1,46,1,< 1 Year,No,35028,157,42,0
8201,Female,21,1,50,1,< 1 Year,No,34685,152,133,0
40535,Male,61,1,28,1,1-2 Year,No,42469,55,120,0
12032,Female,60,1,28,0,> 2 Years,Yes,59698,124,249,0
56492,Female,43,1,41,0,1-2 Year,No,2630,124,162,0
37028,Male,47,1,47,0,1-2 Year,Yes,29772,163,80,0
24007,Female,21,1,14,1,< 1 Year,Yes,26652,152,202,0
6407,Female,26,1,35,1,< 1 Year,No,33043,152,172,0
18635,Male,23,1,4,1,< 1 Year,Yes,2630,152,151,0
15078,Female,77,1,31,1,1-2 Year,No,2630,120,208,0
27372,Male,75,1,43,0,> 2 Years,Yes,30572,26,24,1
5352,Male,46,1,11,0,1-2 Year,Yes,19068,26,264,1
28940,Female,46,1,35,0,1-2 Year,Yes,32556,88,214,0
28319,Female,25,1,9,1,< 1 Year,No,27094,152,24,0
22224,Male,48,1,30,1,1-2 Year,No,37301,124,98,0
50859,Female,21,1,8,1,< 1 Year,No,31266,160,98,0
30200,Female,28,1,13,1,< 1 Year,No,31443,152,211,0
36922,Female,72,1,50,1,1-2 Year,No,33453,8,181,0
26778,Female,40,1,28,0,1-2 Year,Yes,33655,26,205,1
13777,Female,22,1,27,0,< 1 Year,Yes,67575,152,109,0
44879,Male,37,1,47,0,1-2 Year,Yes,30686,31,46,0
51640,Female,23,1,9,0,< 1 Year,Yes,32922,152,283,0
1698,Female,26,1,10,1,< 1 Year,No,23661,152,167,0
51022,Female,54,1,26,0,1-2 Year,Yes,34815,26,183,0
44971,Male,20,1,10,1,< 1 Year,Yes,27256,160,16,0
47430,Male,20,1,39,0,< 1 Year,Yes,30295,160,16,0
48149,Female,32,1,41,0,1-2 Year,Yes,48250,124,164,1
8025,Female,22,1,9,0,< 1 Year,Yes,27543,160,271,0
63617,Male,38,1,28,0,1-2 Year,Yes,54953,124,66,1
53064,Male,23,1,8,1,< 1 Year,No,41527,152,291,0
42267,Male,25,1,13,1,< 1 Year,No,24584,152,150,0
13167,Male,37,1,28,0,1-2 Year,No,19759,26,183,0
46550,Male,51,1,28,1,1-2 Year,No,21636,26,177,0
55914,Male,46,1,28,0,1-2 Year,Yes,26205,124,136,0
4701,Female,25,1,28,1,< 1 Year,No,52319,152,55,0
34875,Male,62,1,29,1,1-2 Year,No,41405,124,88,0
7109,Male,21,1,21,1,< 1 Year,No,19351,152,257,0
32410,Female,23,1,41,1,< 1 Year,No,17772,152,187,0
33540,Male,24,1,36,1,< 1 Year,Yes,38164,152,83,0
49312,Male,33,1,2,0,1-2 Year,Yes,31270,156,294,1
59921,Male,25,1,28,1,< 1 Year,No,24647,152,213,0
7154,Female,32,1,28,0,< 1 Year,Yes,59492,122,154,1
14545,Male,37,1,28,0,1-2 Year,Yes,57045,124,65,0
62356,Male,73,1,28,0,1-2 Year,Yes,48416,26,148,0
12477,Male,50,1,8,0,1-2 Year,Yes,52051,7,69,0
3788,Male,26,1,30,0,1-2 Year,Yes,29832,155,26,0
8527,Female,72,1,18,0,1-2 Year,Yes,57183,26,44,0
61870,Female,23,1,10,1,< 1 Year,No,35264,26,118,0
33281,Male,51,1,28,0,1-2 Year,Yes,44552,124,248,1
5733,Male,26,1,45,1,< 1 Year,No,27216,152,80,0
38947,Female,48,1,28,0,1-2 Year,Yes,59765,122,178,0
19313,Male,21,1,15,0,< 1 Year,Yes,24528,160,172,0
52274,Female,68,1,37,0,1-2 Year,Yes,2630,124,22,0
18122,Female,23,1,10,0,< 1 Year,No,2630,152,288,0
13096,Female,44,1,28,0,> 2 Years,Yes,31900,26,58,1
33614,Male,45,1,28,0,1-2 Year,Yes,52029,26,143,0
22991,Female,20,1,3,0,< 1 Year,Yes,2630,160,62,0
61131,Female,41,1,41,0,1-2 Year,Yes,58257,26,59,0
16760,Male,59,1,28,0,1-2 Year,Yes,38296,124,270,1
53403,Female,21,1,46,1,< 1 Year,No,26669,152,262,0
29721,Female,69,1,2,1,1-2 Year,No,32698,11,71,0
58701,Male,58,1,8,1,1-2 Year,No,42850,154,194,0
46016,Female,29,1,28,1,< 1 Year,No,30487,152,130,0
41872,Male,39,1,28,1,1-2 Year,No,37727,26,79,0
3297,Male,75,1,28,0,> 2 Years,Yes,53275,26,176,1
30933,Male,73,1,33,1,1-2 Year,No,34676,26,232,0
39432,Male,42,1,41,0,1-2 Year,Yes,25569,12,256,1
14511,Male,67,1,8,1,1-2 Year,No,37144,26,142,0
49459,Female,26,1,45,1,< 1 Year,No,28714,152,104,0
61436,Female,25,1,7,1,< 1 Year,No,2630,152,40,0
60888,Male,51,1,18,0,1-2 Year,Yes,25829,124,182,0
41687,Female,56,1,3,1,1-2 Year,No,30348,31,47,0
18260,Female,23,1,45,1,< 1 Year,Yes,26882,26,126,0
32324,Male,45,1,8,0,1-2 Year,Yes,38578,124,220,0
54688,Male,22,1,30,0,< 1 Year,Yes,34812,152,316,1
37294,Male,40,1,44,0,1-2 Year,Yes,33488,124,197,1
56352,Female,62,1,28,0,1-2 Year,Yes,44549,122,235,0
87,Female,27,1,8,1,< 1 Year,No,42083,152,231,0
18276,Female,39,1,14,1,1-2 Year,No,40317,26,25,0
16137,Female,21,1,46,0,< 1 Year,Yes,40186,160,293,0
4617,Female,43,1,46,0,> 2 Years,Yes,33418,26,38,0
24604,Female,21,1,2,1,< 1 Year,No,33854,152,138,0
56542,Male,41,1,8,0,1-2 Year,Yes,2630,25,120,0
26572,Female,37,1,28,0,1-2 Year,Yes,39744,124,173,1
20605,Male,28,1,10,1,< 1 Year,No,21077,152,240,0
53961,Male,62,1,45,0,1-2 Year,Yes,32670,26,136,0
65216,Female,21,1,15,0,< 1 Year,Yes,40095,152,83,0
17339,Female,42,1,28,0,1-2 Year,Yes,49520,124,213,0
36238,Female,21,1,25,1,< 1 Year,No,41492,152,238,0
49795,Female,48,1,3,1,1-2 Year,No,29931,124,106,0
57705,Male,28,1,3,0,< 1 Year,Yes,67713,26,60,0
730,Male,55,1,42,0,> 2 Years,Yes,2630,26,277,1
63730,Female,36,1,28,0,1-2 Year,Yes,39282,26,57,0
32252,Female,23,1,29,1,< 1 Year,No,27281,151,278,0
64544,Male,63,1,15,0,> 2 Years,Yes,2630,124,86,1
58815,Male,52,1,28,1,1-2 Year,No,2630,124,185,0
27172,Female,21,1,36,0,< 1 Year,Yes,41030,160,140,0
43632,Female,48,1,21,0,1-2 Year,Yes,2630,156,124,0
829,Male,28,1,45,0,1-2 Year,Yes,38092,124,111,0
57798,Male,74,1,8,0,1-2 Year,Yes,38506,7,155,1
259,Male,21,1,30,0,< 1 Year,Yes,37260,160,74,0
32780,Male,69,1,28,1,1-2 Year,No,50759,52,12,0
60273,Male,30,1,15,1,< 1 Year,No,30434,152,219,0
40277,Male,49,1,28,1,1-2 Year,No,67019,26,113,0
37685,Male,57,1,19,0,1-2 Year,Yes,36319,124,80,0
65511,Male,37,1,29,0,1-2 Year,Yes,23483,155,162,1
49988,Male,49,1,28,0,1-2 Year,Yes,35249,163,151,0
55860,Male,35,1,28,0,> 2 Years,Yes,46253,158,292,0
59510,Female,24,1,28,1,< 1 Year,No,40228,152,96,0
43078,Male,43,1,30,0,1-2 Year,Yes,33248,26,225,1
59777,Female,41,1,28,0,1-2 Year,Yes,58686,124,194,1
21856,Female,26,1,33,0,< 1 Year,Yes,33121,26,120,0
50131,Female,27,1,14,1,< 1 Year,No,2630,152,280,0
7067,Female,23,1,28,1,< 1 Year,No,51558,152,208,0
32171,Male,22,1,6,1,< 1 Year,No,28022,152,70,0
44874,Male,22,1,33,1,< 1 Year,No,38012,152,212,0
42514,Female,29,1,29,0,1-2 Year,Yes,30073,26,156,1
52786,Female,31,1,30,1,< 1 Year,No,29520,152,287,0
49974,Female,27,1,28,0,< 1 Year,Yes,56577,26,119,0
59271,Female,45,1,28,1,1-2 Year,No,2630,124,186,0
37321,Male,25,1,33,1,< 1 Year,No,48428,151,70,0
16346,Female,22,1,7,1,< 1 Year,No,48143,152,224,0
8123,Male,61,1,41,1,1-2 Year,No,42600,124,34,0
29971,Female,23,1,28,1,< 1 Year,No,41273,152,106,0
45504,Female,24,1,15,1,< 1 Year,Yes,44063,152,177,0
51483,Female,40,1,28,0,1-2 Year,Yes,30228,26,289,0
16953,Female,48,1,43,0,1-2 Year,Yes,40404,26,34,1
38343,Female,38,1,31,0,1-2 Year,Yes,2630,154,288,0
37694,Female,29,1,50,1,< 1 Year,No,34086,152,260,0
201,Male,55,1,35,1,1-2 Year,No,23220,89,291,0
21087,Male,29,1,14,1,< 1 Year,No,30406,152,41,0
45122,Female,23,1,28,1,< 1 Year,Yes,38153,156,27,0
29904,Female,23,1,41,1,< 1 Year,No,30868,152,242,0
2293,Female,29,1,15,1,< 1 Year,No,29857,152,255,0
52350,Male,55,0,29,0,1-2 Year,Yes,2630,26,232,1
11463,Female,51,1,41,0,1-2 Year,Yes,2630,26,259,0
58875,Female,46,1,8,0,> 2 Years,Yes,49021,124,177,0
41013,Male,37,1,28,0,1-2 Year,No,233713,26,125,0
34623,Female,38,1,46,1,1-2 Year,No,31222,152,138,0
2234,Female,84,1,18,1,< 1 Year,No,27338,152,251,0
64881,Female,27,1,46,1,< 1 Year,No,31521,152,110,0
16256,Female,39,1,28,0,1-2 Year,Yes,48602,26,18,0
8049,Female,23,1,27,1,< 1 Year,No,28623,152,161,0
1446,Female,51,1,37,1,1-2 Year,No,2630,152,14,0
18902,Male,54,1,28,0,1-2 Year,Yes,35308,125,154,0
16970,Female,58,1,41,0,> 2 Years,Yes,32568,124,290,0
65620,Female,60,1,30,0,1-2 Year,Yes,27970,124,92,0
26759,Male,51,1,33,0,1-2 Year,Yes,33842,138,213,0
41579,Female,43,1,28,0,> 2 Years,Yes,2630,13,52,1
22587,Female,68,1,41,0,1-2 Year,Yes,38486,12,259,0
46199,Male,47,1,8,0,1-2 Year,Yes,42906,124,286,0
36941,Female,45,1,8,0,1-2 Year,Yes,29766,26,284,1
30855,Male,26,1,28,1,< 1 Year,No,25102,152,293,0
64973,Male,23,1,30,1,< 1 Year,No,49605,152,126,0
42812,Male,20,1,15,0,< 1 Year,Yes,35823,160,90,0
39352,Male,29,1,28,1,< 1 Year,No,54082,152,163,0
60620,Male,24,1,15,0,< 1 Year,Yes,26302,152,46,0
29597,Male,46,1,50,0,> 2 Years,Yes,36698,124,70,1
42332,Male,46,1,25,0,1-2 Year,Yes,35365,124,129,0
11517,Female,59,1,28,0,1-2 Year,Yes,2630,3,30,0
53287,Male,25,1,18,1,< 1 Year,No,29361,152,166,0
11322,Female,24,1,29,1,< 1 Year,No,34202,152,53,0
30739,Female,25,1,46,1,< 1 Year,No,22184,152,14,0
18682,Male,46,1,39,0,1-2 Year,Yes,2630,124,214,0
44631,Male,24,1,26,0,< 1 Year,Yes,27867,152,243,1
40310,Female,22,1,35,1,< 1 Year,No,24817,152,148,0
26398,Female,41,1,15,1,1-2 Year,No,28806,14,69,0
46677,Male,63,1,28,1,1-2 Year,No,61344,124,15,0
64279,Male,22,1,13,1,< 1 Year,No,31353,152,275,0
52511,Male,44,1,28,1,1-2 Year,No,35052,26,129,0
40778,Female,24,1,7,0,< 1 Year,Yes,45048,152,52,1
14930,Male,53,1,15,0,1-2 Year,Yes,21154,124,77,0
16826,Female,26,1,18,1,< 1 Year,No,44589,152,160,0
5183,Male,26,1,28,1,< 1 Year,No,2630,152,78,0
37364,Male,57,1,8,0,1-2 Year,Yes,71979,26,46,1
18083,Male,43,1,28,0,> 2 Years,Yes,51560,124,214,1
40278,Male,62,1,28,0,1-2 Year,Yes,49022,30,291,0
5058,Female,67,1,16,0,1-2 Year,Yes,2630,156,56,0
14640,Male,27,1,29,1,< 1 Year,No,34204,152,159,0
15102,Female,24,1,50,1,< 1 Year,No,27791,152,190,0
58799,Male,47,1,28,0,1-2 Year,Yes,33413,124,97,1
50811,Male,21,1,28,0,< 1 Year,Yes,42249,124,178,0
34640,Male,43,1,46,0,1-2 Year,Yes,23637,21,54,0
55721,Male,54,1,18,0,1-2 Year,Yes,2630,26,168,0
27921,Female,41,1,3,0,1-2 Year,Yes,25421,124,244,1
45150,Male,34,1,28,0,1-2 Year,Yes,38285,124,275,0
39220,Male,38,1,36,1,1-2 Year,No,34062,124,159,0
33878,Female,23,1,32,1,< 1 Year,No,27198,152,297,0
48526,Female,42,1,28,0,1-2 Year,Yes,34024,124,294,1
65324,Male,21,1,47,1,< 1 Year,No,32852,160,196,0
35106,Female,36,1,28,1,1-2 Year,No,51929,122,128,0
46333,Female,46,1,28,0,> 2 Years,Yes,38239,158,33,1
42434,Male,33,1,3,0,1-2 Year,Yes,2630,157,18,0
61654,Male,55,1,26,0,1-2 Year,Yes,32747,26,118,0
13910,Male,24,1,29,1,< 1 Year,No,52780,152,57,0
17315,Male,45,1,7,0,1-2 Year,Yes,2630,124,190,0
47199,Male,23,1,36,0,< 1 Year,Yes,30272,152,45,0
54713,Female,21,1,46,0,< 1 Year,Yes,33771,152,84,0
33366,Female,37,1,29,0,1-2 Year,Yes,2630,157,148,1
61331,Male,27,1,41,1,< 1 Year,No,33469,152,252,0
62324,Male,29,1,28,0,< 1 Year,Yes,37431,26,284,0
23099,Female,28,1,41,1,< 1 Year,No,27758,152,242,0
57873,Female,26,1,28,1,< 1 Year,No,46248,151,1520,0
38256,Female,35,1,28,1,1-2 Year,No,39842,154,173,0
59641,Male,21,1,49,0,< 1 Year,Yes,2630,152,160,0
39853,Male,37,1,28,0,1-2 Year,Yes,38452,124,27,1
4885,Male,29,1,28,1,< 1 Year,No,29563,152,23,0
288,Female,21,1,46,1,< 1 Year,No,25827,152,92,0
59066,Female,43,1,6,1,1-2 Year,No,2630,152,212,0
50482,Male,32,1,41,0,1-2 Year,Yes,36131,26,121,1
22413,Female,24,1,2,0,< 1 Year,No,31458,152,259,0
52138,Male,21,1,13,0,< 1 Year,Yes,25390,152,295,0
35477,Female,25,1,8,0,< 1 Year,Yes,2630,160,182,0
26729,Female,38,1,28,0,1-2 Year,Yes,29718,124,131,1
62316,Male,33,1,48,0,1-2 Year,Yes,2630,156,203,0
41513,Male,57,1,28,1,1-2 Year,No,38449,125,258,0
12005,Female,41,1,31,1,1-2 Year,No,2630,9,282,0
15379,Male,27,1,8,1,< 1 Year,No,33519,152,282,0
38158,Female,24,1,35,1,< 1 Year,No,2630,152,121,0
23461,Female,27,1,28,1,< 1 Year,No,37868,152,107,0
15406,Male,42,1,28,0,1-2 Year,Yes,39634,26,1120,1
32048,Male,27,1,28,1,< 1 Year,No,49391,152,165,0
16312,Female,46,1,28,0,1-2 Year,Yes,37964,26,48,1
41959,Female,50,1,28,0,1-2 Year,No,32335,122,236,0
50415,Male,52,1,28,0,1-2 Year,Yes,2630,26,240,1
36400,Female,22,1,28,0,1-2 Year,Yes,28585,154,107,1
29248,Male,26,1,38,1,< 1 Year,No,24620,152,243,0
12194,Female,22,1,11,0,< 1 Year,No,31024,152,101,1
21651,Male,35,1,15,0,1-2 Year,Yes,31818,155,250,1
48087,Female,22,1,15,1,< 1 Year,No,42881,152,85,0
19139,Female,22,1,49,1,< 1 Year,No,23236,152,215,0
52032,Male,55,1,43,0,1-2 Year,Yes,35510,26,209,0
13348,Male,45,1,8,0,1-2 Year,Yes,52944,124,10,0
54126,Male,48,1,28,0,1-2 Year,Yes,36653,124,111,1
18068,Male,21,1,36,0,< 1 Year,No,35565,152,44,0
17012,Male,22,1,33,0,< 1 Year,Yes,30029,152,227,0
58087,Male,52,1,19,1,1-2 Year,No,37830,124,109,0
62771,Female,43,1,28,0,> 2 Years,Yes,47612,26,272,1
30426,Male,38,1,46,0,1-2 Year,Yes,43817,122,77,0
38102,Male,24,1,11,0,< 1 Year,Yes,22263,152,73,0
12870,Male,30,1,28,1,< 1 Year,No,43449,26,129,0
41107,Female,31,1,8,1,1-2 Year,No,45399,124,169,0
13469,Male,24,1,28,1,< 1 Year,No,62284,152,193,0
56438,Male,30,1,18,0,1-2 Year,Yes,21695,124,204,1
63936,Male,31,1,28,0,< 1 Year,Yes,35162,124,92,1
10847,Male,24,1,29,1,< 1 Year,No,32381,152,244,0
28439,Female,35,1,28,0,1-2 Year,Yes,52636,124,78,1
19188,Male,23,1,10,1,< 1 Year,No,18075,152,267,0
36506,Female,73,1,10,0,> 2 Years,Yes,2630,122,65,1
50613,Female,36,1,22,0,1-2 Year,Yes,20598,8,124,0
55895,Female,46,1,50,0,1-2 Year,Yes,24224,150,34,1
42140,Male,39,1,50,1,1-2 Year,No,21436,8,79,0
33372,Female,39,1,8,0,1-2 Year,Yes,35702,124,200,0
54292,Female,25,1,8,0,< 1 Year,No,39404,152,151,0
42357,Female,63,1,37,1,1-2 Year,No,32288,7,44,0
25292,Male,27,1,47,1,< 1 Year,No,33209,152,143,0
65571,Female,27,1,18,1,< 1 Year,No,2630,152,219,0
23210,Male,23,1,15,1,< 1 Year,No,32595,152,238,0
45140,Female,25,1,30,1,< 1 Year,No,31885,152,293,0
42680,Male,23,1,6,1,< 1 Year,No,29412,152,35,0
63259,Male,34,1,28,0,1-2 Year,Yes,49781,122,41,1
54386,Male,59,1,8,0,1-2 Year,Yes,33863,26,30,1
50958,Male,43,1,8,1,1-2 Year,No,20846,4,200,0
56180,Male,73,1,8,0,1-2 Year,No,44620,124,190,0
12764,Male,42,1,35,0,1-2 Year,No,21452,124,97,0
23875,Male,41,1,28,1,1-2 Year,No,43036,26,30,0
43311,Female,22,1,11,1,< 1 Year,No,18488,152,246,0
39703,Female,25,1,27,1,< 1 Year,No,21726,152,168,0
22806,Female,73,1,28,0,1-2 Year,Yes,31041,26,239,1
56915,Male,52,1,43,0,1-2 Year,Yes,55816,124,168,0
6488,Male,65,1,28,0,> 2 Years,Yes,34148,26,182,1
35385,Female,24,1,45,1,< 1 Year,No,24508,152,87,0
7696,Male,24,1,15,1,< 1 Year,No,29653,152,263,0
31174,Female,64,1,46,1,1-2 Year,No,37823,11,65,0
8422,Female,29,1,31,1,< 1 Year,No,2630,152,73,0
51917,Male,28,1,41,1,< 1 Year,No,30470,152,92,0
52639,Male,48,1,29,0,1-2 Year,Yes,26938,26,284,1
11174,Male,35,1,41,1,1-2 Year,No,30259,152,165,0
57121,Male,23,1,29,1,< 1 Year,No,43222,152,205,0
3066,Male,54,1,10,0,> 2 Years,Yes,25720,124,275,0
15768,Female,56,1,15,1,1-2 Year,No,40777,124,15,0
49173,Male,33,1,41,0,1-2 Year,Yes,2630,156,222,0
11084,Male,25,1,32,0,< 1 Year,No,39545,152,58,0
26266,Female,24,1,28,1,< 1 Year,No,54275,152,42,0
1191,Male,66,1,28,0,1-2 Year,Yes,58312,3,103,0
50431,Male,39,1,28,0,1-2 Year,Yes,39283,26,243,1
2010,Male,35,1,3,0,1-2 Year,Yes,31632,154,1751,1
55816,Male,74,1,28,0,1-2 Year,Yes,69091,124,70,0
36153,Female,21,1,30,0,< 1 Year,No,33761,160,235,0
18139,Female,76,1,0,0,1-2 Year,Yes,2630,26,162,1
52587,Male,50,1,28,0,1-2 Year,Yes,24899,26,199,0
62655,Female,23,1,50,0,1-2 Year,Yes,20732,155,28,0
27130,Male,28,1,41,1,< 1 Year,No,2630,152,121,0
14612,Male,54,1,28,0,1-2 Year,Yes,52207,124,218,1
4317,Female,23,1,46,0,< 1 Year,Yes,25342,26,180,1
473,Female,31,1,11,1,< 1 Year,No,2630,152,120,0
9999,Male,69,1,28,0,1-2 Year,Yes,2630,156,250,1
53971,Female,49,1,9,1,1-2 Year,No,30492,26,255,0
51957,Female,68,1,15,1,1-2 Year,No,44553,152,124,0
25354,Male,47,1,28,0,1-2 Year,Yes,27374,122,144,1
11568,Male,30,1,21,0,< 1 Year,Yes,30184,26,191,1
28593,Male,54,1,50,0,1-2 Year,Yes,44923,26,62,0
10536,Male,47,1,18,0,1-2 Year,Yes,22692,124,37,1
33957,Female,23,1,41,1,< 1 Year,No,45059,152,34,0
43040,Male,23,1,6,1,< 1 Year,No,16295,152,122,0
27443,Female,22,1,3,1,< 1 Year,No,18309,152,245,0
57398,Male,40,1,6,0,1-2 Year,Yes,33466,26,188,0
54702,Male,44,1,18,0,1-2 Year,Yes,26321,26,241,1
53831,Female,47,1,36,0,1-2 Year,Yes,2630,124,253,0
25308,Female,36,1,8,0,1-2 Year,Yes,29834,156,174,1
46594,Female,46,1,28,0,1-2 Year,Yes,2630,157,227,0
25383,Male,50,1,28,0,1-2 Year,Yes,27684,26,181,0
32965,Male,35,1,28,0,1-2 Year,Yes,53460,26,23,1
57666,Female,48,1,1,0,1-2 Year,Yes,2630,22,165,0
44023,Female,66,1,39,1,1-2 Year,No,44495,26,47,0
64083,Male,30,1,50,1,< 1 Year,No,34068,152,256,0
47681,Male,67,1,6,0,> 2 Years,Yes,28598,26,245,0
20394,Male,41,1,28,0,1-2 Year,Yes,2630,124,213,0
56599,Female,23,1,37,0,< 1 Year,No,29292,152,90,0
37283,Female,73,1,28,1,1-2 Year,No,38921,26,16,0
47806,Male,77,1,28,0,1-2 Year,Yes,36898,25,29,0
16048,Male,59,1,9,0,1-2 Year,Yes,26408,26,30,0
6459,Female,47,1,8,0,1-2 Year,Yes,2630,26,194,0
43476,Female,24,1,29,1,< 1 Year,No,24753,152,66,0
2057,Female,73,1,39,0,> 2 Years,Yes,47433,26,175,0
46666,Female,39,1,28,0,1-2 Year,Yes,51695,26,143,0
21153,Male,25,1,24,0,< 1 Year,No,29411,152,41,0
1088,Female,45,1,48,0,1-2 Year,Yes,2630,15,96,0
49085,Female,21,1,3,1,< 1 Year,No,28669,160,225,0
12574,Female,49,1,28,0,1-2 Year,Yes,42132,26,34,0
26774,Female,25,1,46,1,< 1 Year,No,28374,152,48,0
2513,Female,51,1,28,0,1-2 Year,Yes,55740,26,132,1
26670,Male,54,1,28,0,> 2 Years,Yes,30369,26,197,0
63870,Female,42,1,46,0,1-2 Year,Yes,36106,26,238,0
3283,Male,44,1,27,0,1-2 Year,No,26912,26,71,1
18376,Male,59,1,43,0,1-2 Year,Yes,34197,124,39,1
47100,Female,29,1,33,1,< 1 Year,No,32460,152,28,0
5099,Female,48,1,7,0,1-2 Year,Yes,26621,26,26,1
42220,Female,37,1,47,1,1-2 Year,No,34083,152,86,0
28480,Female,56,1,26,1,1-2 Year,No,2630,116,135,0
21348,Male,59,1,28,0,> 2 Years,Yes,2630,26,126,1
4058,Female,26,1,6,1,< 1 Year,No,24877,152,198,0
57565,Male,30,1,11,1,< 1 Year,No,21503,152,91,0
26319,Female,32,1,28,1,1-2 Year,Yes,23351,124,294,0
35591,Male,39,1,29,0,1-2 Year,Yes,52653,124,254,0
63216,Female,78,1,35,0,> 2 Years,Yes,44584,157,11,0
48850,Female,53,1,29,0,1-2 Year,Yes,2630,124,237,0
44674,Male,45,1,15,0,1-2 Year,No,52746,26,152,0
30061,Female,48,1,28,0,1-2 Year,Yes,33895,26,22,0
9763,Female,24,1,30,1,< 1 Year,No,22440,152,60,0
37220,Female,21,1,27,1,< 1 Year,No,22249,152,103,0
4625,Male,59,1,45,0,1-2 Year,No,26459,26,91,1
45869,Male,46,1,28,0,1-2 Year,Yes,42769,26,128,0
45440,Male,42,1,8,0,1-2 Year,Yes,36842,124,262,0
38045,Female,42,1,15,0,1-2 Year,Yes,74305,152,197,0
793,Male,35,1,8,0,1-2 Year,Yes,2630,157,199,0
31381,Male,44,1,28,1,1-2 Year,No,41029,26,90,0
55137,Male,22,1,44,0,< 1 Year,Yes,36299,152,178,0
55270,Female,22,1,36,1,< 1 Year,Yes,36101,26,149,0
53599,Male,45,1,28,0,1-2 Year,Yes,49950,124,104,1
55676,Male,36,1,38,0,1-2 Year,Yes,2630,124,149,1
27728,Female,29,1,3,1,< 1 Year,No,35240,160,168,0
53808,Female,25,1,29,1,< 1 Year,No,56899,152,25,0
7932,Female,65,1,28,0,1-2 Year,Yes,37667,122,118,0
26243,Male,45,1,41,1,1-2 Year,Yes,33846,26,156,0
32792,Male,63,1,28,0,1-2 Year,Yes,23185,26,212,1
61507,Male,45,1,46,0,1-2 Year,No,36580,122,109,0
32416,Male,57,1,46,0,1-2 Year,Yes,25969,124,71,0
29566,Male,41,1,37,0,1-2 Year,Yes,2630,156,143,0
6162,Male,44,1,9,0,1-2 Year,Yes,2630,156,158,0
28669,Male,28,1,45,0,< 1 Year,Yes,45119,152,271,0
58165,Male,28,1,3,1,< 1 Year,No,25261,152,53,0
16136,Female,48,1,28,0,1-2 Year,Yes,61055,26,198,1
17592,Male,26,1,47,0,< 1 Year,Yes,38879,152,212,0
20704,Female,23,1,15,1,< 1 Year,No,29353,152,67,0
51768,Female,24,1,47,0,< 1 Year,Yes,33292,124,97,1
41157,Male,53,1,23,0,1-2 Year,Yes,23662,150,66,1
63113,Female,26,1,41,1,< 1 Year,No,49190,153,33,0
10547,Male,49,1,18,0,1-2 Year,Yes,30035,26,254,0
58203,Female,76,1,15,0,1-2 Year,Yes,34896,124,144,0
59739,Female,23,1,8,0,< 1 Year,Yes,37295,152,24,0
55996,Female,36,1,28,0,1-2 Year,Yes,42759,124,231,1
58083,Male,71,1,41,0,1-2 Year,Yes,26887,154,14,1
40274,Female,27,1,8,1,< 1 Year,No,73379,152,117,0
61319,Male,23,1,46,1,< 1 Year,No,33960,152,55,0
249,Male,25,1,31,1,< 1 Year,No,2630,152,194,0
30342,Male,20,1,13,0,< 1 Year,Yes,21832,160,42,0
5043,Male,25,1,8,1,< 1 Year,No,28093,152,153,0
3525,Female,21,1,21,1,< 1 Year,No,28754,152,37,0
4359,Male,24,1,11,1,< 1 Year,No,23018,152,31,0
24900,Female,33,1,15,1,< 1 Year,No,97070,152,147,0
19147,Female,22,1,6,1,< 1 Year,No,32549,152,237,0
12877,Male,54,1,30,0,> 2 Years,Yes,31472,124,192,0
62792,Male,22,1,15,0,< 1 Year,Yes,34391,163,68,1
64473,Female,67,1,50,1,1-2 Year,Yes,33565,8,249,0
7888,Male,22,1,8,1,< 1 Year,No,42403,152,217,0
43288,Male,48,1,7,0,> 2 Years,Yes,2630,124,219,0
16387,Female,34,1,15,0,1-2 Year,Yes,24336,160,12,0
12825,Male,55,1,37,0,1-2 Year,Yes,2630,128,22,0
9718,Male,43,1,28,0,1-2 Year,Yes,25104,26,30,0
33772,Male,24,1,6,1,< 1 Year,No,20650,152,164,0
10608,Male,39,1,48,0,1-2 Year,Yes,2630,124,112,1
62883,Female,20,1,33,0,1-2 Year,Yes,32252,156,169,0
